timestamp,target,MAE,RMSE,R2,train_rows,test_rows,model_path
20260728_0835,pm2_5,0.5774022996887682,0.9261486274672509,0.9753245251641697,485,86,models/xgb_pm2_5_20260728_0835.pkl
20260728_0835,pm10,3.514259848483774,13.10635560528783,0.7565109020431855,485,86,models/xgb_pm10_20260728_0835.pkl
20260729_0841,pm2_5,0.578018939587497,0.9371452028664514,0.9682883391846925,486,86,models/xgb_pm2_5_20260729_0841.pkl
20260729_0841,pm10,2.2376758590225103,3.7536529055088637,0.9591705165151172,486,86,models/xgb_pm10_20260729_0841.pkl
20260730_0827,pm2_5,0.46581360572992386,0.6576805490378738,0.9822947103328203,487,86,models/xgb_pm2_5_20260730_0827.pkl
20260730_0827,pm10,2.110176470852637,3.6790083595157212,0.949995095512874,487,86,models/xgb_pm10_20260730_0827.pkl
20260731_0850,pm2_5,0.4648884594212092,0.655193527832687,0.9825043165322926,487,87,models/xgb_pm2_5_20260731_0850.pkl
20260731_0850,pm10,2.1199567772876255,3.671553760904145,0.9499874861302905,487,87,models/xgb_pm10_20260731_0850.pkl
20260801_0821,pm2_5,0.5202150542160563,0.7156528643525433,0.9789601635112752,488,87,models/xgb_pm2_5_20260801_0821.pkl
20260801_0821,pm10,1.877084318431401,3.550418883874866,0.952997802586163,488,87,models/xgb_pm10_20260801_0821.pkl
20260802_0825,pm2_5,0.44858959972630086,0.659584169095991,0.9820620924723088,489,87,models/xgb_pm2_5_20260802_0825.pkl
20260802_0825,pm10,2.2045499531245314,3.6882601327104756,0.9488974289252895,489,87,models/xgb_pm10_20260802_0825.pkl
20260803_0946,pm2_5,0.46958090975823585,0.6876704580649186,0.9804219192328859,490,87,models/xgb_pm2_5_20260803_0946.pkl
20260803_0946,pm10,1.952919092580276,3.630208739821872,0.9498616396478161,490,87,models/xgb_pm10_20260803_0946.pkl
20260804_0837,pm2_5,0.5928483056839399,0.8029970197931535,0.9732259981361012,491,87,models/xgb_pm2_5_20260804_0837.pkl
20260804_0837,pm10,2.0204645339556575,3.5095793722349997,0.9525580048300186,491,87,models/xgb_pm10_20260804_0837.pkl
20260805_0836,pm2_5,0.5328357901152981,0.8012946747354874,0.9732370676230664,492,87,models/xgb_pm2_5_20260805_0836.pkl
20260805_0836,pm10,2.140319900220381,3.5832960691446982,0.9501734154611574,492,87,models/xgb_pm10_20260805_0836.pkl
20260806_0836,pm2_5,0.4691092231721255,0.7134755395555418,0.9787367122379216,493,87,models/xgb_pm2_5_20260806_0836.pkl
20260806_0836,pm10,2.0445248088617434,3.635922773805017,0.9483616294561175,493,87,models/xgb_pm10_20260806_0836.pkl
20260807_0716,pm2_5,0.4776753122156315,0.7212888146343728,0.97810675367822,493,88,models/xgb_pm2_5_20260807_0716.pkl
20260807_0716,pm10,2.0213557199998338,3.615205146560805,0.9487536119210173,493,88,models/xgb_pm10_20260807_0716.pkl
20260808_0653,pm2_5,0.4904791015567202,0.717207654664324,0.9783499753222011,494,88,models/xgb_pm2_5_20260808_0653.pkl
20260808_0653,pm10,1.9958959073731386,3.4442821366498713,0.9534827294414946,494,88,models/xgb_pm10_20260808_0653.pkl
20260809_0657,pm2_5,0.5042309869419445,0.7233632174181146,0.9779701046939341,495,88,models/xgb_pm2_5_20260809_0657.pkl
20260809_0657,pm10,2.080118192325939,3.540152333129016,0.9508153433733474,495,88,models/xgb_pm10_20260809_0657.pkl
20260810_0742,pm2_5,0.4874408201737838,0.7215163484516792,0.9769750236578274,496,88,models/xgb_pm2_5_20260810_0742.pkl
20260810_0742,pm10,1.9566600496118716,3.2997816518749037,0.9549274625281123,496,88,models/xgb_pm10_20260810_0742.pkl
20260811_0708,pm2_5,0.6110348398035221,0.8390309729352945,0.9669670398722925,497,88,models/xgb_pm2_5_20260811_0708.pkl
20260811_0708,pm10,2.032064634380919,3.5735218241861872,0.9450918833997957,497,88,models/xgb_pm10_20260811_0708.pkl
20260812_0725,pm2_5,0.4785926544305051,0.7760453557229486,0.9714660227651369,498,88,models/xgb_pm2_5_20260812_0725.pkl
20260812_0725,pm10,2.110801862947868,3.5561471180795623,0.9459400089883189,498,88,models/xgb_pm10_20260812_0725.pkl
20260813_0727,pm2_5,0.47530080816718984,0.7719240287710311,0.9715378041306426,498,89,models/xgb_pm2_5_20260813_0727.pkl
20260813_0727,pm10,2.0879161206077543,3.5361210200894084,0.946354182655797,498,89,models/xgb_pm10_20260813_0727.pkl
20260814_0724,pm2_5,0.4842962622196041,0.7205099803139724,0.9751913335962853,499,89,models/xgb_pm2_5_20260814_0724.pkl
20260814_0724,pm10,2.0512268866492565,3.6684455504321036,0.9425208321107154,499,89,models/xgb_pm10_20260814_0724.pkl
20260815_0638,pm2_5,0.4714180249846385,0.7090900803624971,0.9760382356701334,500,89,models/xgb_pm2_5_20260815_0638.pkl
20260815_0638,pm10,1.942922323562679,3.4453130370360228,0.9497514319139242,500,89,models/xgb_pm10_20260815_0638.pkl
20260816_0640,pm2_5,0.4767423865500462,0.7333358259813799,0.9742002345180529,501,89,models/xgb_pm2_5_20260816_0640.pkl
20260816_0640,pm10,1.9004171021422192,3.328303370477467,0.9531192535646392,501,89,models/xgb_pm10_20260816_0640.pkl
20260817_0655,pm2_5,0.4865848941302928,0.7361792499554127,0.9741950773818895,502,89,models/xgb_pm2_5_20260817_0655.pkl
